Product,Brand,Quantity Sold,Region,Core Specification,Processor Specification,RAM,ROM,SSD,Price
1,5,5,2,4,0,6,256,0,45508
0,5,7,3,0,3,4,512,2048,67555
0,6,10,1,6,12,6,512,512,170199
1,1,3,3,4,1,8,256,0,175829
1,12,7,2,4,0,6,1,0,176223
0,1,8,2,0,3,4,128,1024,8845
0,8,9,0,1,4,16,128,256,188270
1,10,7,2,4,8,32,128,0,172743
1,7,7,3,4,10,16,1,0,18582
0,18,10,3,8,14,6,128,256,119461
0,19,4,1,2,5,12,64,512,142495
1,16,8,2,4,7,4,64,0,177907
0,18,1,3,7,13,6,1,512,88194
0,1,3,2,7,13,6,64,512,179294
1,1,6,2,4,1,16,128,0,184661
0,18,3,1,3,6,32,128,1024,193779
1,5,1,3,4,10,8,256,0,77012
0,10,2,2,1,4,8,512,2048,119882
1,10,8,4,4,9,12,512,0,20000
0,5,6,2,7,13,6,64,1024,46155
0,11,2,3,8,14,32,1,1024,58847
1,17,7,4,4,8,6,256,0,27893
1,18,3,4,4,8,4,256,0,177585
1,7,1,3,4,1,4,512,0,22677
1,17,7,0,4,1,32,64,0,172002
0,6,10,4,1,4,8,1,1024,82672
0,16,10,0,8,14,8,1,256,128821
1,13,10,2,4,2,8,1,0,189015
0,16,3,2,2,5,12,256,256,104033
1,8,7,3,4,2,32,64,0,27096
0,6,5,1,1,4,6,64,2048,5324
1,18,10,1,4,9,6,128,0,171028
0,15,2,2,8,14,4,64,1024,119529
0,6,1,2,7,13,4,128,256,66216
0,0,7,4,8,14,32,512,256,102713
0,2,3,4,7,13,6,128,2048,97712
0,11,9,2,7,13,16,1,2048,157763
0,11,2,0,1,4,6,1,1024,27294
1,13,5,3,4,9,6,1,0,63830
1,6,5,3,4,1,4,1,0,142366
1,8,3,2,4,9,6,128,0,161806
1,17,10,0,4,0,4,1,0,23625
1,17,10,3,4,1,32,64,0,65127
1,18,3,2,4,10,4,128,0,144274
0,4,8,0,7,13,8,1,256,121757
0,15,8,1,8,14,12,512,512,118262
0,18,5,4,1,4,12,512,1024,161322
0,9,1,0,8,14,4,256,256,174796
1,3,6,2,4,0,12,64,0,118180
1,7,1,1,4,10,32,1,0,73938
1,6,5,4,4,8,8,256,0,117114
0,2,4,4,0,3,4,64,1024,79842
0,4,2,3,5,11,32,256,2048,34211
1,4,1,2,4,10,8,128,0,104263
1,18,8,2,4,0,8,128,0,20246
0,16,6,4,8,14,4,256,2048,111043
1,3,5,4,4,0,6,64,0,5437
0,8,3,4,3,6,6,128,2048,103758
1,0,7,2,4,1,6,128,0,154172
1,11,7,3,4,1,8,64,0,193827
1,13,4,4,4,0,32,512,0,7790
1,15,3,3,4,10,4,128,0,118273
0,19,2,4,0,3,8,512,256,184969
1,11,3,4,4,2,16,128,0,55306
1,11,4,0,4,1,12,512,0,196136
0,14,2,0,2,5,6,128,512,89731
1,2,5,4,4,2,6,512,0,196549
0,14,6,1,2,5,8,256,2048,24445
1,18,8,1,4,1,16,128,0,146689
0,19,2,4,8,14,4,256,1024,81435
0,3,9,2,7,13,6,1,1024,20636
1,13,2,1,4,1,12,256,0,130300
1,10,7,4,4,9,6,512,0,166932
1,14,7,1,4,2,4,64,0,166776
1,18,4,4,4,1,6,128,0,43565
0,4,5,4,5,11,4,128,256,187429
0,6,1,0,3,6,12,256,1024,11925
0,12,6,2,6,12,6,256,2048,197912
1,0,7,0,4,8,32,128,0,43977
1,13,8,1,4,0,4,1,0,148262
1,15,9,3,4,2,12,256,0,29344
0,3,1,3,0,3,8,1,512,56343
1,6,5,0,4,10,32,1,0,173205
0,18,1,2,3,6,6,64,512,149641
1,19,7,0,4,8,6,512,0,151680
1,19,1,2,4,9,4,128,0,176658
1,8,9,3,4,2,12,1,0,118065
1,17,2,3,4,8,6,1,0,179669
0,13,4,1,7,13,16,64,512,8109
1,4,4,0,4,7,6,128,0,88832
0,17,1,2,7,13,16,64,1024,49731
0,5,9,0,2,5,32,256,256,24285
0,9,3,1,7,13,16,128,512,198056
0,12,6,1,3,6,8,512,2048,161153
1,14,10,3,4,7,6,64,0,73714
1,0,9,4,4,2,32,64,0,74347
0,1,6,3,0,3,16,64,512,199770
0,12,10,1,8,14,32,1,1024,70089
1,11,6,3,4,2,32,512,0,16567
1,5,2,3,4,10,4,512,0,173186
1,8,3,4,4,9,32,512,0,88450
1,12,9,4,4,1,16,512,0,189202
0,8,9,4,8,14,4,256,512,49725
0,4,5,4,6,12,32,128,512,106516
0,4,8,3,1,4,6,256,2048,89209
0,7,9,2,1,4,32,512,256,78850
1,3,7,2,4,1,8,256,0,10895
1,1,5,2,4,9,6,64,0,146350
0,2,10,0,8,14,12,64,2048,47313
1,14,2,2,4,0,16,64,0,31537
1,16,6,4,4,9,8,256,0,173050
1,8,7,0,4,8,8,128,0,11316
0,6,6,3,7,13,8,64,2048,102944
0,4,8,2,0,3,6,64,2048,42970
1,16,3,4,4,0,32,512,0,98475
1,11,7,3,4,0,12,128,0,56447
0,15,9,4,7,13,16,64,2048,122169
1,5,4,3,4,10,12,128,0,198974
0,2,2,4,0,3,8,128,1024,60222
1,1,5,4,4,2,16,128,0,10011
0,1,6,3,0,3,6,512,1024,86361
1,19,8,4,4,9,6,1,0,119192
1,16,5,0,4,1,12,512,0,68513
1,3,7,4,4,10,8,128,0,152122
1,1,7,1,4,7,4,512,0,173152
1,3,9,1,4,7,6,512,0,64394
1,8,10,0,4,10,6,256,0,168005
1,8,8,1,4,2,16,1,0,188976
1,5,6,1,4,7,12,128,0,103529
1,7,3,1,4,2,4,64,0,161753
0,0,5,4,7,13,6,256,1024,43378
0,0,6,1,5,11,32,1,1024,115118
0,0,9,2,5,11,8,64,1024,81823
1,6,5,1,4,8,12,1,0,176694
1,5,4,4,4,8,16,1,0,80657
0,9,7,3,0,3,6,256,2048,6372
0,7,4,2,1,4,12,512,1024,134721
0,0,7,2,8,14,8,1,512,148118
1,16,10,2,4,9,32,128,0,130400
0,14,9,0,3,6,8,256,2048,23795
0,19,3,1,7,13,8,512,512,56964
1,9,9,4,4,9,8,128,0,179349
1,7,3,1,4,1,4,512,0,198903
0,6,3,2,8,14,8,256,2048,106148
0,12,4,0,1,4,4,512,256,76473
1,13,8,0,4,0,32,128,0,29335
0,11,6,1,0,3,8,512,1024,134738
0,15,2,2,8,14,8,512,256,72846
1,5,3,4,4,8,4,512,0,164161
1,2,1,1,4,9,12,128,0,155431
1,0,4,4,4,9,16,64,0,86516
0,11,1,0,6,12,32,256,2048,119890
0,12,1,4,2,5,8,1,1024,99298
1,9,8,1,4,2,4,64,0,110540
1,11,10,3,4,8,4,128,0,102388
0,6,5,3,7,13,16,1,2048,45952
0,8,6,0,2,5,32,64,256,66575
0,5,1,0,3,6,12,512,512,185141
1,0,6,4,4,2,4,128,0,65350
1,6,7,0,4,9,8,512,0,12646
1,8,6,1,4,0,16,512,0,183191
0,17,4,0,2,5,4,256,2048,173499
0,1,9,1,1,4,6,512,256,98400
0,17,5,2,2,5,8,512,256,150584
1,18,6,0,4,10,32,64,0,18161
1,8,5,4,4,0,6,64,0,76647
0,5,1,4,0,3,8,128,1024,71601
1,13,2,4,4,10,32,64,0,128647
1,5,5,3,4,10,32,128,0,132143
0,3,6,2,8,14,12,64,1024,165639
1,1,5,4,4,8,16,128,0,5257
0,17,5,3,3,6,16,512,2048,17983
1,12,7,2,4,2,4,64,0,142555
1,8,8,4,4,8,12,256,0,117254
1,11,5,4,4,0,12,1,0,177245
0,10,10,3,0,3,16,128,512,62199
0,8,10,0,3,6,32,256,512,121688
1,15,10,4,4,0,6,128,0,30294
0,4,8,1,6,12,4,64,1024,26207
1,13,3,2,4,9,4,64,0,40541
0,18,1,0,6,12,8,64,1024,41715
1,2,5,0,4,7,6,128,0,109055
1,2,6,0,4,0,8,128,0,144951
1,13,4,4,4,1,12,1,0,153339
0,16,9,4,0,3,4,128,1024,168452
1,12,1,4,4,10,8,1,0,166944
0,18,4,1,5,11,32,256,1024,27978
1,16,10,2,4,7,4,64,0,120314
1,14,7,1,4,10,32,512,0,116401
1,13,6,2,4,0,12,1,0,136062
0,18,6,3,7,13,12,1,256,78622
0,1,1,2,3,6,8,1,1024,67903
1,15,10,4,4,7,12,512,0,193904
1,16,5,0,4,0,8,1,0,88763
1,13,7,3,4,10,8,64,0,17266
0,9,1,3,3,6,6,256,1024,25805
1,1,8,2,4,9,6,128,0,23531
1,16,7,4,4,7,12,1,0,47881
0,2,1,0,7,13,6,64,2048,68305
0,2,6,4,0,3,4,256,512,7452
1,13,9,3,4,0,32,1,0,97449
1,16,10,2,4,1,32,1,0,103389
0,11,3,4,3,6,4,256,256,22694
0,15,2,4,8,14,12,256,512,173411
0,16,9,1,6,12,8,512,2048,137182
1,0,5,2,4,9,12,128,0,82546
0,14,8,0,8,14,6,128,512,155504
0,19,7,2,7,13,4,128,2048,35977
0,1,9,4,2,5,16,256,512,95577
0,1,6,1,0,3,16,128,512,119919
1,10,4,0,4,10,32,128,0,5040
0,3,5,4,0,3,4,64,512,177915
1,4,3,0,4,0,12,64,0,102715
0,6,9,2,0,3,12,512,2048,132690
1,19,6,4,4,2,16,64,0,93738
0,15,6,2,5,11,6,1,2048,143078
1,19,6,2,4,1,32,128,0,193765
0,5,9,0,0,3,12,512,256,23892
0,16,9,0,0,3,8,1,512,159515
1,0,6,4,4,8,4,1,0,102352
0,6,1,4,0,3,4,128,2048,136802
1,12,4,0,4,9,12,64,0,188889
1,7,7,2,4,2,4,128,0,181711
1,7,10,3,4,8,12,256,0,61513
0,7,3,1,2,5,4,64,512,146677
1,18,8,1,4,9,12,512,0,197584
0,9,1,4,1,4,12,128,256,20589
0,7,7,1,2,5,8,64,512,38708
1,1,3,2,4,2,32,1,0,159703
1,2,10,1,4,10,12,512,0,76186
0,4,8,4,5,11,12,256,2048,79797
0,16,6,0,2,5,6,64,512,44007
1,3,10,0,4,0,32,128,0,35271
0,0,10,0,5,11,16,256,512,166491
0,9,10,3,7,13,12,1,512,129644
0,3,8,2,5,11,16,256,512,107879
0,11,9,4,6,12,6,256,1024,42871
0,3,8,2,8,14,32,128,512,72370
1,1,8,3,4,10,8,1,0,175536
1,4,7,3,4,9,4,512,0,144866
0,5,10,1,0,3,12,128,512,97164
1,17,8,2,4,8,12,1,0,30796
1,16,5,1,4,7,4,64,0,41945
0,11,8,1,5,11,32,256,1024,126432
1,17,6,4,4,8,8,128,0,196360
1,15,1,0,4,0,6,128,0,179444
0,1,2,2,5,11,4,128,2048,13492
0,5,2,4,6,12,8,512,1024,128882
1,10,4,2,4,2,12,128,0,153544
0,13,4,1,2,5,12,512,2048,46328
0,7,3,0,7,13,4,64,2048,114559
1,4,7,4,4,9,16,128,0,161158
0,13,7,3,3,6,12,512,2048,26174
1,6,7,3,4,7,6,64,0,162652
1,1,3,3,4,1,12,512,0,107444
0,6,4,4,3,6,6,256,512,188988
1,9,5,2,4,2,8,512,0,19275
0,15,4,4,2,5,4,512,512,47554
1,17,5,1,4,1,32,128,0,187854
0,19,6,0,1,4,32,1,256,192014
1,19,1,3,4,1,12,1,0,53293
0,16,3,3,3,6,6,256,512,144505
0,6,5,2,8,14,4,1,1024,156883
0,2,1,4,1,4,12,256,1024,35826
1,9,7,1,4,10,16,1,0,191732
1,12,4,0,4,0,4,1,0,67764
1,1,5,0,4,7,4,128,0,111119
1,16,1,0,4,0,4,1,0,112644
1,6,3,3,4,2,16,64,0,12766
0,12,1,1,8,14,6,64,2048,151602
1,7,4,2,4,7,32,1,0,87337
0,15,7,0,6,12,12,64,256,128344
1,13,4,2,4,0,32,1,0,57367
0,14,10,3,6,12,4,128,256,185216
1,9,3,0,4,9,16,1,0,171917
1,7,4,1,4,7,32,64,0,198021
0,14,9,4,3,6,16,1,2048,65750
0,14,1,3,3,6,32,512,512,62135
1,3,6,0,4,7,32,128,0,185661
0,15,4,2,6,12,8,256,1024,91715
1,8,5,0,4,8,12,1,0,155183
1,14,3,1,4,7,4,256,0,28548
1,1,8,0,4,10,32,64,0,105098
1,9,7,0,4,0,32,512,0,68187
0,18,4,3,8,14,6,256,512,103322
1,5,1,0,4,7,6,512,0,24762
0,8,1,1,5,11,12,1,1024,8163
1,10,6,2,4,10,16,256,0,86211
1,4,6,3,4,9,4,256,0,128526
0,14,9,3,5,11,6,1,256,73466
0,0,7,4,8,14,4,512,2048,176501
0,4,4,2,3,6,12,512,2048,91192
0,3,6,1,6,12,16,256,1024,180202
1,7,4,1,4,9,16,512,0,104206
0,14,10,4,0,3,4,512,256,56949
0,7,9,3,8,14,8,512,1024,25693
1,17,4,2,4,1,32,128,0,197189
0,9,5,0,7,13,32,1,256,197783
0,6,3,0,0,3,12,64,1024,38449
1,7,8,0,4,8,4,256,0,130353
1,9,5,2,4,7,32,128,0,73782
0,6,4,1,3,6,16,64,2048,153605
0,4,8,4,1,4,32,64,2048,86599
1,2,3,1,4,8,8,512,0,196740
0,14,10,1,3,6,12,256,2048,117506
1,0,10,1,4,9,32,1,0,32001
1,15,9,2,4,9,12,512,0,28554
1,15,10,1,4,9,4,512,0,53568
0,9,4,2,6,12,32,64,256,104994
0,2,10,0,8,14,4,256,256,7088
0,7,10,3,6,12,32,512,512,173430
1,15,6,0,4,10,12,128,0,23463
0,6,9,1,8,14,12,512,256,34179
0,7,4,2,2,5,32,256,512,92116
0,4,1,0,3,6,8,256,512,34624
0,11,1,3,5,11,12,256,512,103153
1,6,7,3,4,9,4,128,0,94003
1,9,4,1,4,7,6,1,0,79007
1,13,2,3,4,9,6,512,0,54069
0,5,8,2,8,14,12,64,1024,109975
0,14,8,0,1,4,4,64,512,164651
1,3,4,4,4,1,12,512,0,30122
0,12,8,0,8,14,32,64,1024,156508
0,10,5,2,2,5,16,128,256,196532
0,5,7,1,6,12,8,128,1024,30213
0,3,1,4,7,13,6,256,1024,192483
1,10,8,0,4,2,16,256,0,131598
1,1,1,2,4,1,32,128,0,126892
0,1,4,3,5,11,6,64,512,161839
0,6,2,4,0,3,8,512,2048,5435
0,14,3,1,3,6,8,64,256,187820
1,1,6,4,4,8,8,128,0,127925
0,12,5,3,3,6,12,256,2048,183272
0,1,8,3,6,12,4,1,512,111886
1,1,7,2,4,9,12,128,0,105236
0,3,9,4,2,5,12,128,1024,172419
1,10,5,4,4,1,16,128,0,57553
0,4,7,0,1,4,6,256,2048,102512
1,4,1,4,4,7,4,1,0,90633
0,7,6,0,2,5,32,512,512,72426
0,16,9,4,6,12,4,64,1024,20425
0,8,5,1,0,3,8,512,256,132047
0,5,5,1,0,3,4,256,1024,175040
0,18,10,3,8,14,8,512,2048,61159
0,19,6,0,1,4,16,256,1024,80853
0,2,8,3,6,12,6,128,2048,170498
0,4,5,0,0,3,16,256,512,112744
0,2,4,1,8,14,16,512,1024,45711
0,17,5,4,8,14,16,256,512,70818
1,6,10,0,4,10,8,64,0,60101
0,10,10,3,1,4,16,1,1024,90271
1,8,7,2,4,2,8,512,0,67315
0,18,8,2,0,3,12,64,512,77882
0,18,7,1,2,5,4,64,256,105823
1,18,1,4,4,2,4,64,0,89471
1,7,3,0,4,8,8,256,0,105775
0,8,1,0,6,12,6,512,2048,124162
0,9,3,4,8,14,8,512,2048,124361
1,2,5,3,4,9,12,512,0,29314
1,12,1,2,4,10,16,1,0,169923
0,13,3,4,2,5,32,512,1024,40016
0,0,7,3,7,13,8,256,1024,121293
0,18,2,2,0,3,6,64,2048,127051
1,13,10,1,4,1,16,64,0,117585
1,16,8,4,4,0,32,1,0,12442
0,5,2,3,2,5,6,512,512,101915
1,16,2,4,4,8,4,256,0,157276
0,5,9,0,0,3,32,128,512,79969
0,11,9,0,7,13,16,1,512,34019
1,6,2,4,4,9,32,1,0,113558
1,4,5,0,4,8,16,64,0,7032
1,17,7,0,4,10,8,512,0,114431
1,13,4,1,4,0,8,256,0,129912
1,6,8,0,4,1,8,128,0,116952
0,11,9,1,3,6,6,128,256,196769
1,14,8,1,4,8,12,512,0,159618
1,8,7,2,4,1,4,1,0,51776
1,18,1,2,4,2,8,128,0,150330
0,14,3,0,0,3,12,128,512,159775
0,11,10,2,3,6,8,64,2048,97746
1,17,6,0,4,0,6,128,0,109158
0,1,8,1,2,5,4,64,512,193628
0,1,1,1,5,11,16,1,256,116685
0,4,10,4,7,13,12,1,2048,194075
1,19,2,3,4,0,8,1,0,175781
1,12,4,1,4,8,4,256,0,38345
0,13,2,4,5,11,32,64,2048,164644
0,3,3,1,1,4,16,256,512,11413
0,17,10,2,8,14,6,1,512,175463
1,10,3,3,4,10,6,128,0,179553
0,8,5,1,6,12,32,128,512,22393
1,0,6,1,4,9,16,128,0,40673
1,5,5,2,4,1,16,512,0,36863
0,19,10,3,8,14,32,128,256,157180
1,16,2,3,4,0,32,256,0,128949
0,17,7,0,1,4,6,64,1024,28454
1,12,8,4,4,1,32,64,0,27635
0,1,3,2,1,4,6,512,2048,137966
0,11,3,2,2,5,8,64,512,33734
1,7,2,1,4,1,16,512,0,131653
0,14,10,4,8,14,4,256,1024,18981
0,7,9,2,8,14,6,64,1024,102780
1,15,5,0,4,0,8,128,0,138681
0,8,1,4,5,11,8,512,1024,68708
0,14,6,1,1,4,16,512,2048,193422
1,6,9,3,4,8,6,512,0,84405
1,18,1,1,4,0,12,1,0,140567
1,9,9,0,4,8,32,256,0,167986
1,9,1,1,4,0,32,256,0,144041
1,14,6,3,4,10,6,128,0,100843
1,2,10,0,4,10,12,128,0,86233
0,6,6,1,7,13,32,64,256,44126
1,0,9,0,4,1,32,512,0,123270
1,3,1,0,4,8,32,1,0,89155
1,11,3,1,4,8,32,512,0,36355
1,19,6,3,4,0,16,256,0,48311
1,17,5,0,4,9,12,1,0,88692
1,3,6,1,4,1,32,64,0,80470
1,9,3,1,4,1,6,1,0,147614
0,17,5,1,6,12,8,64,512,30725
0,18,3,1,7,13,8,512,256,98891
1,11,8,0,4,1,12,1,0,83188
0,16,1,2,0,3,32,64,512,158079
1,15,6,0,4,7,6,64,0,24243
1,2,9,3,4,1,8,128,0,10635
1,15,10,3,4,7,16,512,0,39027
0,0,8,0,6,12,16,1,256,81433
1,0,5,3,4,9,12,512,0,12723
0,9,4,1,1,4,12,128,512,181445
1,18,2,0,4,0,4,1,0,151494
0,6,10,3,5,11,32,512,256,92402
0,17,1,0,0,3,12,512,1024,32781
1,13,10,4,4,10,8,1,0,35784
1,18,2,0,4,10,4,128,0,38227
0,4,5,3,8,14,4,64,1024,164408
0,7,6,4,5,11,12,64,2048,102026
0,10,9,3,0,3,32,128,512,151244
1,19,4,2,4,9,32,64,0,172439
0,19,6,0,6,12,32,256,256,28503
1,18,5,2,4,7,8,1,0,156664
0,9,8,2,7,13,32,64,512,186035
0,12,1,4,0,3,12,1,2048,197247
1,5,7,0,4,9,4,256,0,183627
1,15,2,1,4,10,4,512,0,156270
1,17,10,4,4,0,8,128,0,113383
0,9,9,1,0,3,4,64,512,100689
0,12,10,1,6,12,16,256,512,6796
1,18,8,3,4,10,12,256,0,146727
0,14,4,1,3,6,8,128,256,66563
1,11,8,3,4,9,6,512,0,158698
1,16,9,0,4,9,32,256,0,30522
1,8,3,0,4,2,4,128,0,99419
0,19,8,0,6,12,16,256,2048,137541
0,6,7,0,6,12,4,128,512,91631
1,19,7,2,4,9,6,1,0,185650
1,14,3,2,4,7,8,128,0,136787
0,14,1,0,1,4,6,1,2048,163314
0,1,1,1,1,4,6,128,512,101782
0,7,2,3,0,3,16,1,256,149261
0,8,3,3,1,4,16,256,256,126791
1,6,2,2,4,1,32,1,0,73147
0,2,3,3,0,3,32,64,256,195689
1,8,3,4,4,10,16,512,0,95536
0,12,5,0,2,5,6,512,2048,16557
1,10,1,4,4,9,8,128,0,177532
0,5,7,0,7,13,32,512,512,64664
0,6,9,1,1,4,8,128,1024,151122
0,18,3,0,1,4,4,256,256,60360
0,5,3,3,6,12,12,1,1024,91938
1,13,9,1,4,10,8,512,0,60868
0,19,9,0,8,14,6,512,512,42542
1,19,2,0,4,2,6,64,0,193954
1,16,6,1,4,7,6,1,0,105269
0,11,1,3,5,11,8,128,512,34776
0,8,3,1,2,5,4,512,1024,30301
0,4,1,0,1,4,16,64,1024,59227
0,14,3,1,7,13,8,1,2048,39711
1,5,6,0,4,9,6,512,0,102425
0,18,4,3,8,14,16,1,512,154784
1,17,1,4,4,10,12,128,0,178598
1,5,7,4,4,0,12,256,0,106413
0,17,4,2,0,3,32,512,1024,110253
1,11,5,0,4,0,32,256,0,153586
1,19,8,3,4,1,32,1,0,25319
0,2,9,1,6,12,8,512,256,84838
0,8,8,0,6,12,12,1,2048,103250
1,2,8,1,4,1,16,128,0,80463
1,1,8,1,4,0,12,512,0,121197
1,9,4,2,4,8,6,256,0,63418
0,16,8,2,5,11,4,512,256,157546
1,12,2,4,4,0,16,256,0,109418
0,19,5,2,6,12,4,512,2048,130343
0,5,10,2,6,12,6,512,256,142344
0,5,5,1,3,6,16,1,256,189308
0,13,2,0,1,4,16,1,256,195457
1,13,4,4,4,9,8,1,0,33454
0,2,1,4,8,14,8,1,256,102366
0,18,2,0,6,12,4,128,2048,140724
1,3,9,1,4,1,16,1,0,139650
1,19,2,1,4,9,32,64,0,161580
1,13,3,3,4,0,32,1,0,111620
1,18,6,4,4,0,32,512,0,10861
1,14,6,1,4,9,16,1,0,31930
0,11,6,2,0,3,6,1,2048,39209
0,9,5,2,8,14,16,256,256,58614
1,2,8,3,4,0,8,64,0,70327
0,8,10,1,7,13,4,128,512,145576
1,12,6,3,4,1,12,512,0,98714
1,15,4,1,4,1,16,1,0,138102
0,17,7,3,8,14,32,128,256,108824
0,14,7,4,2,5,6,256,512,76211
1,7,10,1,4,10,16,1,0,41295
0,5,2,4,2,5,8,256,1024,22226
1,12,10,2,4,1,12,1,0,162779
1,19,10,2,4,9,6,1,0,130809
1,3,1,2,4,0,12,512,0,32117
1,4,6,1,4,1,32,512,0,25490
1,2,1,4,4,7,32,64,0,180843
1,3,4,1,4,2,4,128,0,12277
0,6,2,3,2,5,6,256,512,177676
1,10,7,3,4,10,16,512,0,93930
1,6,9,0,4,1,12,512,0,84605
0,15,10,1,6,12,8,128,512,61411
1,18,4,0,4,2,6,64,0,80374
1,3,5,1,4,2,8,1,0,98727
1,4,8,1,4,8,32,512,0,50996
0,16,2,0,1,4,6,128,256,173900
0,15,3,3,2,5,4,256,2048,20393
1,14,4,3,4,10,16,128,0,159131
1,11,3,1,4,1,32,512,0,13565
1,2,1,0,4,2,6,256,0,34700
0,14,6,1,1,4,32,64,256,163316
1,2,8,2,4,1,16,1,0,5462
1,16,3,4,4,1,12,64,0,164454
0,9,10,3,3,6,16,512,512,116824
1,7,3,0,4,10,6,64,0,123941
1,0,2,4,4,8,8,128,0,134644
0,1,4,3,3,6,12,64,256,29359
1,9,1,2,4,2,12,64,0,67938
1,11,9,3,4,8,16,128,0,149552
1,4,8,3,4,9,8,128,0,102526
1,17,4,1,4,7,8,64,0,131095
0,11,9,1,1,4,4,512,1024,140283
0,0,6,0,7,13,4,1,1024,41591
1,2,1,4,4,9,6,256,0,146041
1,14,3,4,4,10,32,1,0,119314
0,4,7,2,6,12,32,512,256,52239
1,14,6,2,4,7,6,1,0,17010
0,8,6,3,8,14,12,1,1024,90332
1,8,5,4,4,10,16,1,0,164767
1,0,1,0,4,0,4,64,0,20436
0,14,2,3,3,6,8,256,256,104371
1,6,6,2,4,0,4,128,0,168615
0,9,3,4,7,13,32,256,1024,152525
1,19,3,0,4,10,6,128,0,130025
0,3,6,2,1,4,32,512,1024,6502
1,18,8,2,4,8,4,1,0,132442
1,6,7,4,4,9,8,512,0,57251
1,0,1,2,4,7,6,256,0,165828
1,5,3,1,4,2,12,512,0,16359
1,12,4,4,4,9,16,256,0,17974
1,8,2,4,4,2,4,512,0,119904
0,7,7,4,5,11,32,256,512,93006
1,2,6,1,4,10,16,1,0,142478
0,13,3,3,7,13,6,512,1024,168167
0,2,9,1,6,12,12,256,1024,172334
0,15,4,2,0,3,12,128,2048,19324
0,19,5,0,2,5,16,64,512,31121
0,9,5,4,6,12,16,1,256,192990
0,2,2,0,5,11,16,256,2048,119916
0,12,6,2,8,14,12,512,2048,55032
0,13,4,3,6,12,16,64,512,108725
1,5,5,3,4,1,4,256,0,147502
0,3,8,2,0,3,8,64,256,147906
1,18,5,1,4,10,32,512,0,180518
0,1,1,4,3,6,32,1,1024,21521
0,4,9,0,1,4,4,128,2048,99000
0,2,9,1,8,14,6,1,2048,151694
0,10,1,0,7,13,12,256,2048,107066
1,4,2,4,4,2,6,128,0,55631
1,13,10,4,4,1,4,256,0,18095
0,2,6,0,2,5,8,256,2048,61794
1,2,5,1,4,10,32,64,0,20740
0,17,9,2,7,13,16,64,2048,142508
1,15,1,1,4,9,16,256,0,34518
1,16,7,0,4,10,8,256,0,163779
0,7,2,4,0,3,8,128,2048,20887
0,11,9,4,0,3,4,64,256,74890
0,8,4,2,5,11,32,1,512,27587
0,0,4,0,6,12,4,64,2048,70870
1,12,8,3,4,8,12,512,0,38952
1,18,2,2,4,7,12,1,0,131769
1,0,4,2,4,2,16,512,0,20541
1,3,5,3,4,10,16,128,0,135603
1,5,2,0,4,2,4,256,0,173355
1,8,8,3,4,0,32,64,0,120810
1,1,10,2,4,9,4,512,0,43858
0,7,10,1,2,5,16,128,1024,167886
0,2,10,2,5,11,6,512,2048,167785
1,0,10,2,4,9,16,1,0,53376
1,7,4,0,4,0,12,64,0,12918
0,11,4,1,6,12,4,128,256,48346
0,0,10,0,3,6,16,256,2048,128142
0,15,7,3,3,6,32,512,2048,44063
1,4,4,1,4,9,16,64,0,10439
1,0,3,1,4,9,4,64,0,77639
0,2,10,3,3,6,6,64,512,15390
1,14,9,1,4,8,32,64,0,23484
0,6,10,0,1,4,12,128,256,47389
0,1,4,4,1,4,12,128,256,97856
0,7,8,3,0,3,32,512,1024,129333
1,9,2,0,4,9,8,512,0,153429
0,8,9,4,5,11,12,64,256,97351
1,1,8,2,4,8,4,256,0,138540
0,16,4,2,3,6,12,128,512,121088
1,16,4,4,4,2,4,1,0,185238
0,6,4,0,7,13,4,256,1024,71892
1,7,7,0,4,9,16,256,0,151073
0,14,7,0,8,14,16,256,256,37084
0,2,3,4,0,3,12,64,1024,173419
1,6,6,3,4,0,12,64,0,43740
0,4,2,4,0,3,6,64,2048,61784
1,18,4,3,4,1,16,64,0,75526
0,11,5,0,8,14,12,1,256,46486
0,8,4,1,7,13,4,1,2048,111034
1,1,10,2,4,10,32,256,0,57665
0,12,8,2,8,14,4,512,1024,84624
0,18,1,0,0,3,4,256,2048,114880
0,17,7,1,1,4,12,128,256,25953
1,14,3,0,4,2,4,128,0,146376
0,2,1,2,3,6,8,1,512,94136
1,3,10,0,4,2,12,64,0,19185
0,8,6,3,3,6,4,64,1024,144869
1,17,7,1,4,2,6,128,0,10745
0,2,3,2,0,3,16,1,512,67233
0,16,10,1,1,4,32,256,1024,191407
1,2,5,3,4,8,12,64,0,169457
1,4,7,4,4,7,16,128,0,191832
0,12,3,2,7,13,6,256,2048,44497
1,11,3,1,4,8,12,64,0,139649
1,2,7,1,4,1,16,64,0,38956
0,10,4,0,2,5,16,64,1024,125550
1,17,6,3,4,9,6,512,0,45876
0,16,4,4,6,12,4,128,256,175908
0,1,3,4,0,3,32,512,256,85935
0,19,6,0,2,5,4,64,256,158405
0,2,1,2,1,4,8,64,2048,54768
0,12,2,4,7,13,32,64,256,108583
1,6,7,3,4,10,6,1,0,188171
1,15,4,4,4,2,16,512,0,23917
0,12,3,3,8,14,32,128,512,130297
0,16,2,1,2,5,32,256,512,151840
1,10,4,4,4,2,32,256,0,102430
1,19,9,1,4,1,8,256,0,83043
0,19,4,2,2,5,8,256,2048,23002
0,14,2,3,6,12,32,64,256,21764
